id,Number,Value,Part_of_Speech,Gloss,Notes,Changed
2158,2158,xarceli,n,scythe,"Not in the Dictionary! (Arsen/translation: ""kosa"")",2014-05-20
2159,2159,"xʷasar",comp,rescue,"Dict.: ""xasar"": xasar boqa 'to save oneself'  (спасаться; вырваться); xasar boda 'to rescue, to save smb.'
",2014-06-25
2160,2160,"xawoc’i",n4,omelette,"Dict.: ""xawuc'i""",2010-07-19
2161,2161,-xay,nsuf,AD.ABL,"""zhedaxay"" = because of them? (ThreeBrothers.051)",2014-06-25
2162,2162,xayir,n3,benefit," 
",2010-05-25
2163,2163,-xaza,nsuf,AD.VERS.DIST,"e.g. in Widow.081: ""go through/into the door""",2014-05-20
2164,2164,-xazay,nsuf,AD.ABL.DIST," 
",2007-12-06
2165,2165,xazina,n3,treasure," 
",2007-07-31
2166,2166,xec,adv,enough," 
",2006-12-13
2167,2167,xeci,v,"leave; go.up","transitive! German: '(weg-/ueber)lassen' (wem = +LAT) / IMP: ""xec""; ""mi debeq riryrno xecix"" = I warn you!; ""kumakyor xecin""
 = 'let so. help'
",2014-06-25
2168,2168,xediw,n1,husband," 
",2006-12-13
2169,2169,xeroy,v,glue,"Not in the Dictionary! (is it ""xeroya"" or ""xeroda""?) (Arsen: ""kleit'"")",2014-06-25
2170,2170,xexbi,"n1; n3pl; n1pl","child; children"," 
",2013-08-04
2171,2171,"xexłi",n4,"quickness; urgence"," 
",2010-01-14
2172,2172,xexoy,n3,young.animal," 
",2007-06-20
2173,2173,xir,v,suck," 
",2013-09-07
2174,2174,xira,adj,expensive," 
",2006-12-18
2175,2175,xirer,v,nurse," 
",2006-11-20
2176,2176,xiriyaw,adj,"valuable; dear"," 
",2007-07-31
2177,2177,xisizi,comp,exchange,"Dict.: ""xisso""",2009-08-29
2178,2178,xiszi,comp,change,"""xiszi -oq-"" can mean 'loose one's temper'",2014-05-20
2179,2179,xiwal,comp,attempt,"Not in the Dictionary!",2009-10-01
2180,2180,xiwal,n,reflection,"Not in the Dictionary! (in the sense of 'thinking')",2014-05-20
2181,2181,xiyantaw,adj,betraying," 
",2007-04-10
2182,2182,"xizaɣor",adv,finally," 
",2006-09-27
2183,2183,xizay,"post; adv","from.behind; behind","Not in the dictionary! (+ CONT.ESS); also in the sense of ""hinterher"" or when seeking something!
",2014-06-25
2184,2184,xizaz,"adv; post","from.behind; behind","+ CONT.ESS?, + IN.ABL?",2013-08-04
2185,2185,"xizok’",v,push.back,"Not in the Dictionary! Translation is very uncertain (Arsen: otstupit'-CAUS)
",2014-06-25
2186,2186,"xizo-q’ˤimer",adv,back," 
",2010-05-24
2187,2187,xizor,adv,back," 
",2006-10-19
2188,2188,"xizor-q’ˤimer",adv,back," 
",2010-05-24
2189,2189,xizorzo,adj,future.OBL," 
",2006-09-27
2190,2190,xizox,v,withdraw,"Not in the Dictionary! (Arsen: otxodit'), but somehow this looks very strange... not like a verb. See Arabuzan.036!
",2014-06-25
2191,2191,xiz-xizay,adv,behind,"Not in the Dictionary!",2010-01-07
2192,2192,xiz-xizor,adv,backwards,"Dict.: ""xizo-xizor""",2012-08-27
2193,2193,xiz-xizyo,post,behind,"Not in the Dictionary! (Arsen: ""pozadi""; translation: ""za""); with CONT.ESS
",2014-06-25
2194,2194,xizyo,"adv; post","afterwards; after","+ SUPER.ESS; ""then"" might often be a less awkward translation",2014-06-25
2195,2195,xizyogon,adv,"again; then","Dict.: ""xiziyogon""",2006-12-04
2196,2196,xomi,adv,too.much,"not too sure... Arsen glosses it as ""slishkom""",2014-05-20
2197,2197,-xor,nsuf,AD.LAT,"Usually: ""to (some place)"". Can also mean ""according to"" (an agreement etc.), often follows PST.PRT (-ru). Also: ""in a language /
 with a voice"" (mecrexor, see Handkerchief.022 and
 Father_and_sons.007); can also mean ""about"" (tell about, see
 Uneyzat.113)
",2014-06-25
2198,2198,-xosi,vsuf,PRS.PRT," 
",2010-04-28
2199,2199,"xot’o",n3,foot," 
",2007-06-08
2200,2200,-xow,vsuf,SEQ,"What is this? Arsen says: ""deeprichastie vremeni, vyrazhajushchee posledovatel'nost' dejstvija"" (verbal adverb of time expressing
 sequence of action); maybe related or identical to/with the causal
 converb suffix ""-xoy"" (which means 'because of doing...')?
",2014-06-25
2201,2201,"xoxeł",v,get.seperated,"seems to mean ""distinguish"" when used with a DAT subject",2014-06-25
2202,2202,-xozo,vsuf,PRS.PRT.OBL,"""...which was/is ...-ing"" when the logical subject is oblique",2014-06-25
2203,2203,xuxi,v,comb," 
",2010-03-08
2204,2204,"xuxi-ek’",v,comb.and.spin,"Not in the Dictionary! (Arsen: ""chesat'-prjast'"", translation: ""gotovit, prjadet i raschesyvaet"")
",2014-06-25
2205,2205,y-,pref,II," 
",2006-10-03
2206,2206,ya,conj,"neither; either","used with negation (""ya kid, ya uzhi anu""), but not always",2014-06-25
2207,2207,ya,excl,well,"Not in the Dictionary! (Arsen: ""nu"")",2013-08-04
2208,2208,-ya,vsuf,PST.WIT.Q," 
",2009-08-27
2209,2209,"yacʕal",n2,female.cousin," 
",2010-01-14
2210,2210,yagi,conj,or," 
",2007-05-30
2211,2211,"yaħ",n3,"conscience; patience"," 
",2010-08-15
2212,2212,"yałi",conj,else," 
",2008-12-18
2213,2213,"yaqˤuł",adv,today,"Not in the dictionary!",2007-04-06
2214,2214,"yaqˤułenč’e",adv,today,"Strange form (dict?)!",2006-12-12
2215,2215,"yaq’ut",n,ruby,"Not in the Dictionary! (Arsen: jaxont); this can refer both to rubies and sapphires!
",2014-06-25
2216,2216,"yaraɣ",n3,weapon,"Dict. doesn't have OBL form in ""yaraghyo-""",2014-05-20
2217,2217,"yatimłi",n4,orphanhood,"Arsen's translation was ""nishcheta"" (poverty, misery)",2014-06-25
2218,2218,"yaziqłi",n4,poverty,"Not in the Dictionary! (Arsen: ""ubogij-ABSTR"" / ""nishchenski"" [adj.]); ""yaziq"" means poor, miserable (ubogij, nishchenskij).
",2014-06-25
2219,2219,yeda,pron,DEM2.ISG,"he; they; that",2009-07-09
2220,2220,yedu,pron,DEM2.IISG,"she; it; that",2009-06-28
2221,2221,"yiła",pron,DEM2.IISG.OBL,"she.OBL; it.OBL; that.OBL",2013-08-04
2222,2222,"yił-neł",pron,this.and.that,"Not in the dictionary!",2008-08-06
2223,2223,yisi,pron,DEM2.ISG.OBL,"he; this",2010-01-24
2224,2224,yiza,pron,DEM2.IIPL.OBL," 
",2009-09-10
2225,2225,yizi,pron,"DEM2.IPL; DEM2.IPL.OBL","they.OBL; these.OBL; these; they; sometimes it seems that it refers to IIPL (2 sisters in Uneyzat.039 and .041) and III.PL (2 babies in
 Uneyzat.052), how can that be?
",2014-06-25
2226,2226,yizira,pron,"they.OBL; these.OBL"," 
",2009-01-09
2227,2227,yizirabi,pron,DEM2.PL,"them (only marked as IIPL in the grammar)",2014-05-20
2228,2228,yiziri,pron,DEM2.IPL,"Not in the dictionary! (unsure)  I eexect this to be DEM2.IIPL (hence DEM2.PL) as well...
",2014-06-25
2229,2229,"yoł",v,be," 
",2010-08-18
2230,2230,"yoł-esu",v,find," 
",2010-04-28
2231,2231,"yołi","adv; conj","indeed; however; if"," 
",2010-04-23
2232,2232,"-yołi",vsuf,COND.IRR,"Arsen glosses it as -USL.IRREAL.NKL-... follows tense suffix. See Man.and.boy.005 and .008
",2014-06-25
2233,2233,"yorɣa",adj,amble,"Not in the Dictionary! Part of Speech unclear, Russian translation said: ""Passgänger""?!
",2014-06-25
2234,2234,yu,n2,floor," 
",2009-09-30
2235,2235,yuyn,conj,and(?),"Arsen: ""i(pribl.)"" & ""i-SOJUZ",2013-08-04
2236,2236,-z,nsuf,GEN2," 
",2008-08-25
2237,2237,-za,vsuf,LCV.CVB,"stem vowel > a (except after negative suffixes maybe, see Stepdaughter.052!); according to Arsen, it's a ""stative locative
 converb""
",2014-06-25
2238,2238,-za,nsuf,DIST,"distal [+inherent locative noun, like ""iduza"" = at home or pronouns like ""yilhza"" = that place there, or pronouns like ""eloza"" = over
 there?]
",2014-06-25
2239,2239,-za,suf,ZA,"Kind of attributive, but what? Weird, no idea... Arsen glosses it as ""OPR"" (=Attributive/Determiner)  After ""yig-"" he glossed it as
 intensive marker... maybe it's ATTR.OBL + IN.ESS?
",2014-06-25
2240,2240,"zaɣru",n3,poison," 
",2013-10-18
2241,2241,zahir,comp,express,"Not in the Dictionary! Arsen has ""vyjavljat'sja"" (reveal itself, manifest itself) for the form with -odi-.
",2014-06-25
2242,2242,zahru,n3,poison," 
",2007-03-24
2243,2243,"zaħmat",n3,trouble," 
",2008-12-10
2244,2244,"zaħmataw",adj,difficult," 
",2009-07-28
2245,2245,"-zaƛ’",vsuf,CSL.CVB,"= causal converb (""because of"", ""although"", sometimes ""when"" or ""but when"" [see Uneyzat.127 or Mountin-Hero.041])
",2014-06-25
2246,2246,"-zaƛ’or",vsuf,POST.CVB,"= ""before ..."" or ""until ...""",2013-08-04
2247,2247,zaman,n3,time,"lately = ""howlha xizaghorzo zamanalh""",2014-05-20
2248,2248,zama-zaman,adv,time.to.time,"Not in the Dictionary! Only ""zama-zamanyox"" is there (Arsen: vremenami). Maybe it only occurs with suffixes (zama-zamanaxay).
",2014-06-25
2249,2249,zama-zamana,adv,from.time.to.time,"Dict.: ""zama-zamanyox""",2012-08-15
2250,2250,zam-zam,n,Zam-Zam,"Not in the Dictionary! (but see under ""lhi""!) Refers to the holy mountain Zam-Zam in Saudi Arabia, where the ""water of life"" can be
 obtained from... isn't capitalized somehow...
",2014-06-25
2251,2251,zamzame,adj,sacred,"Not in the Dictionary!",2009-07-30
2252,2252,"zank’izi",comp,persist," 
",2009-09-02
2253,2253,"zap’ana",adj,strong," 
",2010-02-19
2254,2254,"zap’anił",adv,firmly,"Dict.: ""zap'ana"" (adj)",2008-12-10
2255,2255,-zaq,vsuf,CSL.CVB,"Causal converb ('in order to'), different from ""-zatlh'""? In Atid.045 it seems to mean ""because"" or something!
",2014-06-25
2256,2256,zaral,n3,harm," 
",2007-07-06
2257,2257,zarba,n,crushed.stone,"Not in the Dictionary! (Arsen: ""shcheben'"")",2014-05-20
2258,2258,-zay,vsuf,SIM.CVB,"meaning ""while...""; charts: ""-zey""  lengthens stem vowel!",2014-06-25
2259,2259,-zaz,vsuf,LOC.ORIG,"""-zazar"" according to Bernard's version",2014-05-14
2260,2260,"zaʕipaw",adj,sickly," 
",2009-10-06
2261,2261,zebu,n2,running," 
",2007-03-28
2262,2262,"zek’",comp,jerk,"meaning ""quick and sudden movement""; used with ""-egi-"" and ""-egir-""
",2014-06-25
2263,2263,"zemrił",v,become.dark,"Not in the Dictionary! Arsen: ""zemri-lh-"" = ""temnet'-POTENC"", but it's probably an intransitive suffix
",2014-06-25
2264,2264,zendi,"n; adv","company; accompanying","Dict.: ""zenzi"" or ""dandi""; can also be ADV",2014-05-20
2265,2265,zer,n,shuddering,"Not in the Dictionary! Part of speech unclear, but probably a noun (Rus.: ""sodrogat'sja"", ""vzdrognut'"")
",2014-06-25
2266,2266,zeru,n3,bouza,"(alcoholic/millet beverage)",2013-08-04
2267,2267,zey,n3,bear," 
",2009-10-14
2268,2268,-zey,vsuf,SIM.CVB,"Allomorph of -zay / -zäy",2013-08-19
2269,2269,zidya,n3,"leather.sack; wineskin"," 
",2008-08-25
2270,2270,zigara,n3,"complaint; condolence","Dict.: ""zigari""",2010-06-21
2271,2271,zigari,n3,complaint," 
",2007-02-26
2272,2272,zigaryad,v,complain,"Not in the Dictionary! (Arsen: ""stonat'"")",2014-05-20
2273,2273,zigolu,n2,hail," 
",2014-02-04
2274,2274,zikru,n3,religious.recitation,"= continuous recitation of a choir in the name of Allah; Arabic ""dhikr"" or ""zikr"" or so...
",2014-06-25
2275,2275,"zik’",n4,mushroom,"(-a(long), -us, -ubi)",2014-07-02
2276,2276,ziru,n3,fox," 
",2007-02-26
2277,2277,ziya,n3,cow,"Dict. only has OBL in ""ziya-"", but OBL in ""ziy-"" is also possible.",2014-06-25
2278,2278,ziyarat,n3,"visit; pilgrimage","Dict. has ""ziyaratyo-"" as OBL, which is not used in Razhbadin.189 (also, Dict. translates it as ""pilgrimage""). But that form is used in
 Bilqisdi.102, so both seem to be in use. There the meaning is given
 also as ""condolence"" (soboleznovanie).
",2014-06-25
2279,2279,-zo,suf,ATTR.OBL," 
",2013-11-21
2280,2280,"zok’i",n4,mug," 
",2007-06-13
2281,2281,zow,v,be.NPRS,"""zew-"" is another dialect",2013-08-04
2282,2282,zow,v,ride,"to ride on X = X-SUPER.ESS (works with horses, boats, goats etc.)",2014-06-25
2283,2283,zowr,v,seat," 
",2009-04-06
2284,2284,zozi,n3,moss," 
",2010-07-06
2285,2285,zudi,n3,root," 
",2013-11-13
2286,2286,zulmu,n3,tyranny," 
",2006-09-18
2287,2287,zurma,n3,zurna,"an oriental wind instrument...",2013-08-04
2288,2288,"zurma-q’ili",n4,zurna.and.drum,"Dict.: ""zurma-q'`ili""",2013-10-09
2289,2289,"ža",pron,DEM1.SG,"he; she; it; this",2009-06-28
2290,2290,"Žabulaw",n1,Jabulaw," 
",2007-07-09
2291,2291,"žaħda-ħusud",n,conflict,"Not in the Dictionary! Arsen: ""konflikt""",2014-05-16
2292,2292,"Žamal",n1,Jamal," 
",2007-07-31
2293,2293,"žamaʕat",n3,"population; assembly"," 
",2009-06-02
2294,2294,"žanawar",n3,wild.animal," 
",2007-12-06
2295,2295,"žanaza",n3,corpse," 
",2010-08-15
2296,2296,"žaqˤuł",adv,today,"Dict.: ""zh`aqulh"" (makes no sense)",2013-08-04
2297,2297,"žawab",n3,answer,"No special oblique form according to Dictionary!",2014-06-25
2298,2298,"žawhar",n3,pearl,"Dict. didn't have oblique form in -yo-; can also mean gemstone.",2014-06-25
2299,2299,"žäd",adv,still," 
",2008-10-13
2300,2300,"že",pron,DEF1.IISG,"Not sure if it's just class II-IV... (different dialect)",2014-05-20
2301,2301,"žeda",pron,DEM1.IIPL.OBL," 
",2010-01-14
2302,2302,"žedu",pron,"DEM1.IPL; DEM1.IPL.OBL; DEM1.IIPL; DEM1.IIPL.OBL"," 
",2014-05-20
2303,2303,"žek’",v,beat," 
",2013-08-21
2304,2304,"žek’-bok’",v,shake.oneself," 
",2007-01-10
2305,2305,"žek’-bok’eł",v,"free.oneself; shake.oneself","Not in the dictionary!",2012-08-06
2306,2306,"žek’u",n1,man,"can also mean ""someone (else)""",2013-08-04
2307,2307,"žežu",n3,ponytail,"Apparently class III, though it's IV in the Dictionary.",2014-06-25
2308,2308,"ži",adv,now,"Not in the Dictionary!",2010-05-07
2309,2309,"ži",v,take.away," 
",2014-04-03
2310,2310,"žigo",adv,"now; already; again","Not in the Dictionary!",2010-05-17
2311,2311,"žigoƛ’äy",adv,once.again,"Dict.: ""zhigotlh'ay""",2010-01-21
2312,2312,"žigon",adv,again.now," 
",2008-06-20
2313,2313,"žiƛbo",adv,this.year," 
",2009-12-01
2314,2314,"žimu",n3,pocket,"Dict.: ""zhibu"" (add: ERG/IN.ESS also plain ""-a"")",2014-06-25
2315,2315,"žin",adv,"again; now","Arsen's gloss: again-FOC",2013-08-04
2316,2316,"žirba",n,rib,"Not in the Dictionary! (Arsen/translation: ""rebro"")",2014-06-25
2317,2317,"žiw-žiw",pron,"every; everyone","can stand alone or be used attributively",2014-05-14
2318,2318,"žopono",adj,dense," 
",2007-05-30
2319,2319,"žubi",n3,liver,"Used to be ""tetu(n)"" before Arsen's revision...",2014-05-20
2320,2320,"žuk","adj; adv","worse; strongly"," 
",2014-02-12
2321,2321,"žuka",adj,bad," 
",2013-09-20
2322,2322,"žuka",adj,bad," 
",2013-09-20
2323,2323,"žukłi",n4,evil," 
",2010-05-10
2324,2324,"žukzar",adv,to.spite," 
",2009-07-28
2325,2325,"Žungutaw",n1,Jungutav," 
",2009-04-07
2326,2326,"žuržaħ",n4,hell," 
",2009-07-30
2327,2327,"ʕabasi",n2,coin,"Apparently 20 copecks?",2013-12-13
2328,2328,"ʕabdal","n1; n2; n3",fool," 
",2009-07-31
2329,2329,"ʕAč’aba",n,Achabatli,"name of a place; named either ""Achabatli"" or ""Atabat"" (perhaps a typo) in Russian.
",2014-06-25
2330,2330,"ʕadada",adv,"to.no.purpose; in.vain"," 
",2010-03-10
2331,2331,"ʕadal",comp,intoxication,"Dict.: ""3adalaw"" = stupid; Avar word!",2014-05-16
2332,2332,"ʕadalaw",adj,stupid," 
",2009-02-16
2333,2333,"ʕadanłi",n4,respect," 
",2013-11-20
2334,2334,"ʕadlu",n3,order,"X brings Y to order = ""X-ERG Y-GEN1 3adlu bodi-""",2014-06-25
2335,2335,"ʕagaraw",adj,related,"Dict. only has this word as a noun meaning 'relative'.",2014-06-25
2336,2336,"ʕagarłi",n3,relatives," 
",2010-02-01
2337,2337,"ʕalamałi",n4,"amazement; feature; miracle","""reason"" seems more logical",2013-08-04
2338,2338,"ʕalax",n,clearing,"Not in the Dictionary!",2009-07-31
2339,2339,"ʕalaykum",interj,...be.with.you,"Dict: ""asalamu3aleykum"" (part of the muslim greeting)",2014-06-25
2340,2340,"ʕalazan",n3,lake,"Dict.: 3alzan (but 3alazan in the Asakh dialect).",2014-05-20
2341,2341,"ʕAli",n1,Ali,"personal name",2009-08-24
2342,2342,"ʕalim",adj,trained," 
",2009-12-01
2343,2343,"ʕAliqilič",n1,Aliqilich," 
",2007-05-15
2344,2344,"ʕaƛ",n3,village," 
",2010-02-01
2345,2345,"ʕaƛ-moči",n3,village.and.place,"Not in the Dictionary! (Arsen: selo-mesto)",2014-05-20
2346,2346,"ʕaƛno",num,seven,"maybe from the Tsebari dialect",2013-09-26
2347,2347,"ʕam",n2,coal," 
",2012-08-06
2348,2348,"ʕamal",n3,behaviour," 
",2009-02-17
2349,2349,"ʕamal-xasiyat",n3,character,"Not in the dictionary; lit.: habit.and.character",2014-05-20
2350,2350,"ʕamal-ʕadlu",n3,character.and.discipline,"Not in the dictionary!",2008-08-26
2351,2351,"ʕansa",n3,walking.stick," 
",2007-03-24
2352,2352,"ʕantaw",adj,stupid," 
",2010-06-01
2353,2353,"ʕantłi",n4,stupidity," 
",2014-02-11
2354,2354,"ʕaq’ilaw",adj,intelligent," 
",2006-11-20
2355,2355,"ʕaq’ilłi",n4,intelligence,"Not in the Dictionary! (just ""3aq'lumalhi"")",2014-05-20
2356,2356,"ʕaq’lu",n3,"advice; mind"," 
",2010-05-17
2357,2357,"ʕaq’uba",n3,torture," 
",2009-09-28
2358,2358,"ʕarab",adj,Arabic," 
",2010-05-31
2359,2359,"ʕArabuzan",n2,Arabuzan,"female name",2013-10-05
2360,2360,"ʕarada",n4,cannon," 
",2009-08-25
2361,2361,"ʕarza",n3,"application; complaint"," 
",2008-10-22
2362,2362,"ʕašiq’",comp,passionate,"Not in the Dictionary!  not sure which p.o.s. this is, conteex: ""c'aq' 3ashiq'no yoqno..."" ('became very passionate and...')
",2014-06-25
2363,2363,"ʕAt’id",n1,Atid,"lit. ""waster""",2010-04-18
2364,2364,"ʕAwdunasir",n1,Awdunasir," 
",2007-03-14
2365,2365,"ʕayib",n3,fault,"X-SUPER.ESS 3ayib bodi- = 'to blame X'",2014-05-20
2366,2366,"ʕazab",n3,torture," 
",2010-02-14
2367,2367,"ʕazar",num,thousand,"Dict. doesn't have OBL form in ""-a"" (see example Oku.047)",2014-06-25
2368,2368,"ʕažaib",comp,surprise," 
",2009-10-06
2369,2369,"ʕažaibaw",adj,amazing," 
",2010-06-11
2370,2370,"ʕažaibłi",n4,surprise," 
",2009-10-06
2371,2371,"ʕedeʕaraw",adj,quick," 
",2010-07-18
2372,2372,"ʕedeʕizi",n,hurrying," 
",2008-10-29
2373,2373,"ʕelmu","n3; n2",science,"maybe class II (see Oku.013 and Oku.17); it's ""3ilmu"" at least in the Tsebari dialect
",2014-06-25
2374,2374,"ʕenekizi",comp,listen,"listen to sb. = ""N-POSS.ESS / -POSS.LAT 3enekizi -oqi-""",2014-06-25
2375,2375,"ʕeze",comp,be.enough,"Dict.: ""3ezi""; ""X Y-GEN2 rok'er 3eze -oq-"" = X pleases Y",2014-06-25
2376,2376,"ʕeziyaw",adv,"many; much","Dict.: ""3ezyaw""",2009-11-05
2377,2377,"ʕila",excl,enough,"Not in the dictionary! Arsen glosses it as ""xvatat'-IMP"".",2014-06-25
2378,2378,"ʕilla",n3,reason,"""the reason for..."" = X-GEN1 / V-PST.PRT-GEN1 3illa""",2014-06-25
2379,2379,"ʕilmu-łay",n,science.and.knowledge,"Not in the Dictionary! (Arsen: nauka-znanie)",2014-05-20
2380,2380,"ʕIsaqilič",n1,Isaqilich," 
",2007-05-25
2381,2381,"ʕišq’u",n,love,"Not in the Dictionary! Arsen: ""ljubov'""; ""to fall in love with X"" = 'X-SUPER.LAT 3ishq'u(n) er-' (put the love on X)
",2014-06-25
2382,2382,"ʕiya-carad",v,cry,"Not in the Dictionary! (3iyada = to cry; cara(d?) = ?)",2014-06-25
2383,2383,"ʕiyad",v,cry,"for = +AD.ESS",2010-08-15
2384,2384,"ʕo",n4,ax,"OBL form not in the Dictionary!",2013-08-04
2385,2385,"ʕolo",post,because.of,+SUPER.ESS(.DIST),2009-07-31
2386,2386,"ʕoloq",n1,young.person,"Rus.: ""molodec""; apparently this can mean ""(young) man"" explicitly (Bilqisdi.046)
",2014-06-25
2387,2387,"ʕoloqan",adj,young," 
",2010-03-03
2388,2388,"ʕoloqanaw",adj,young," 
",2007-03-10
2389,2389,"ʕoƛ",n4,handle," 
",2007-03-14
2390,2390,"ʕoƛi",num,seven," 
",2007-12-06
2391,2391,"ʕoƛira",num,seven.OBL," 
",2009-08-26
2392,2392,"ʕoƛno",num,seven," 
",2010-05-24
2393,2393,"ʕoƛo",n,village,"Not in the Dictionary! Might be a typo; see Razhbadin.039",2014-06-25
2394,2394,"ʕoƛ’",n4,spindle," 
",2010-03-08
2395,2395,"ʕoƛ’-kot’u",n,spindle.and.wool,"Not in the Dictionary! (Arsen: ""vereteno-boroda"", translation: ""vereteno i sherst'""); probably n2
",2014-06-25
2396,2396,"ʕomoy",n3,donkey," 
",2009-05-14
2397,2397,"ʕorƛ’ilaw",n1,young.man,"Not in the Dictionary! (Arsen: molodec)",2014-05-20
2398,2398,"ʕUmar",n1,Umar,"male first name",2010-03-27
2399,2399,"ʕUmarqilič",n1,Umarqilich," 
",2007-05-15
2400,2400,"ʕumru",n3,life,"""3umru boda"" = to live; ""3umrulh"" = in (my) life",2014-06-25
2401,2401,"ʕumru-ɣudi",n4,merriment," 
",2009-09-29
2402,2402,"ʕUneyzat",n2,Uneyzat,"Female name",2013-09-02
2403,2403,"ʕuraw",adv,"very; much; many"," 
",2006-10-27
2404,2404,"ʕurqi",n3,border," 
",2010-02-12
2405,2405,"ʕuzru",n3,deficiency," 
",2009-08-27
2406,2406,"ʕužƛ’o",adv,in.time," 
",2007-05-29
2407,2407,"Ħasan",n1,Hassan,"male name",2009-12-13
2408,2408,"Ħon-Bahadur",n1,Mountain-Hero,"male name",2013-11-17
2409,2409,"Ħusen",n1,Hussein,"male name",2009-12-13
